curve,pixel_x,pixel_y,color_distance,time_s,data_value
surface_1_C,481,278,45.12205669071391,14.1869918699187,56.36278195488722
surface_1_C,482,278,42.720018726587654,14.227642276422765,56.36278195488722
surface_1_C,483,278,59.77457653551382,14.268292682926829,56.36278195488722
surface_1_C,528,278,46.88283267892417,16.097560975609756,56.36278195488722
surface_1_C,529,278,50.039984012787215,16.13821138211382,56.36278195488722
surface_1_C,389,279,59.135437767890075,10.447154471544716,56.348684210526315
surface_1_C,390,279,46.593991028886975,10.487804878048781,56.348684210526315
surface_1_C,391,279,43.497126341863094,10.528455284552846,56.348684210526315
surface_1_C,401,279,57.94825277780168,10.934959349593496,56.348684210526315
surface_1_C,402,279,41.737273509418415,10.975609756097562,56.348684210526315
surface_1_C,403,279,43.01162633521314,11.016260162601625,56.348684210526315
surface_1_C,404,279,48.425200051213004,11.05691056910569,56.348684210526315
surface_1_C,415,279,57.723478758647246,11.504065040650406,56.348684210526315
surface_1_C,416,279,30.23243291566195,11.544715447154472,56.348684210526315
surface_1_C,417,279,28.792360097775937,11.585365853658537,56.348684210526315
surface_1_C,418,279,46.05431575867782,11.626016260162602,56.348684210526315
surface_1_C,428,279,53.34791467339656,12.032520325203253,56.348684210526315
surface_1_C,429,279,49.33558553417604,12.073170731707316,56.348684210526315
surface_1_C,430,279,48.05205510693585,12.113821138211382,56.348684210526315
surface_1_C,431,279,48.95916665957459,12.154471544715447,56.348684210526315
surface_1_C,432,279,47.89572005931219,12.195121951219512,56.348684210526315
surface_1_C,433,279,47.47630988187688,12.235772357723578,56.348684210526315
surface_1_C,434,279,43.840620433565945,12.276422764227643,56.348684210526315
surface_1_C,435,279,38.40572873934304,12.317073170731707,56.348684210526315
surface_1_C,436,279,40.8656334834051,12.357723577235772,56.348684210526315
surface_1_C,437,279,53.34791467339656,12.398373983739837,56.348684210526315
surface_1_C,464,279,49.34571916590131,13.495934959349594,56.348684210526315
surface_1_C,465,279,39.08964057138413,13.536585365853659,56.348684210526315
surface_1_C,466,279,36.701498607005135,13.577235772357724,56.348684210526315
surface_1_C,467,279,49.37610758251404,13.617886178861788,56.348684210526315
surface_1_C,480,279,34.10278580995987,14.146341463414634,56.348684210526315
surface_1_C,481,279,17.916472867168917,14.1869918699187,56.348684210526315
surface_1_C,482,279,19.026297590440446,14.227642276422765,56.348684210526315
surface_1_C,483,279,29.274562336608895,14.268292682926829,56.348684210526315
surface_1_C,484,279,53.76802023508026,14.308943089430894,56.348684210526315
surface_1_C,526,279,52.3450093132096,16.016260162601625,56.348684210526315
surface_1_C,527,279,31.336879231984796,16.056910569105693,56.348684210526315
surface_1_C,528,279,20.049937655763422,16.097560975609756,56.348684210526315
surface_1_C,529,279,23.40939982143925,16.13821138211382,56.348684210526315
surface_1_C,530,279,37.16180835212409,16.178861788617887,56.348684210526315
